,consumer_id,item_id,type_weightage
0,-8845298781299428018,-3499919498720038879,1.0
1,-8845298781299428018,-3499919498720038879,1.0
2,-8845298781299428018,6437568358552101410,1.0
3,-8845298781299428018,-4760639635023250284,1.0
4,-8845298781299428018,-6142462826726347616,1.0
5,-8845298781299428018,-1672166631728511207,1.0
6,-8845298781299428018,-1672166631728511207,1.0
7,-8845298781299428018,2601622077116449484,1.0
8,-8845298781299428018,2601622077116449484,1.0
9,-8845298781299428018,8890720798209849691,2.0
10,-8845298781299428018,8890720798209849691,3.0
11,-8845298781299428018,8969476626572775042,1.0
12,-8845298781299428018,8969476626572775042,1.0
13,-8845298781299428018,-1453783314552286835,5.0
14,-8845298781299428018,7400247075626691905,1.0
15,-8845298781299428018,279771472506428952,1.0
16,-8845298781299428018,643905832258297060,1.0
17,-8845298781299428018,643905832258297060,2.0
18,-8845298781299428018,-1453783314552286835,1.0
19,-8845298781299428018,-8085935119790093311,1.0
20,-8845298781299428018,-6347212504547574224,3.0
21,-8845298781299428018,-5115041394506292462,1.0
22,-8845298781299428018,-8085935119790093311,1.0
23,-8845298781299428018,1339353160969606996,5.0
24,-8845298781299428018,-4228415104574264137,1.0
25,-8845298781299428018,-4228415104574264137,1.0
26,-8845298781299428018,1339353160969606996,1.0
27,-8845298781299428018,1339353160969606996,4.0
28,-8845298781299428018,1339353160969606996,3.0
29,-8845298781299428018,1339353160969606996,2.0
30,-8845298781299428018,1339353160969606996,1.0
31,-8845298781299428018,9122627895188486603,1.0
32,-8845298781299428018,-1901742495252324928,5.0
33,-8845298781299428018,-1901742495252324928,1.0
34,-8845298781299428018,-1901742495252324928,2.0
35,-8845298781299428018,-6369211973034956889,1.0
36,-8845298781299428018,-1429167743746492970,1.0
37,-8845298781299428018,1354035119798779232,1.0
38,-8845298781299428018,1354035119798779232,1.0
39,-8845298781299428018,-1429167743746492970,1.0
40,-8845298781299428018,7024819429467163565,1.0
41,-8845298781299428018,7124632953201847659,1.0
42,-8845298781299428018,7124632953201847659,2.0
